shoe_name,price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5
Nike SuperRep Go 3 Next Nature Flyknit,6 227.00,https://www.nike.com/in/t/superrep-go-3-next-nature-flyknit-workout-shoes-mxKptW/DH3394-100,Men,17,4.2,DH3394-600,Workout Shoes,,,,0,4,Nike,Mica Green/Black/Clear Jade/White,Team Red/Cave Purple/Blackened Blue/Bright Crimson,Black/Anthracite/White/Pure Platinum,White/Pure Platinum/Football Grey/University Red,
Nike SuperRep Go 3 Next Nature Flyknit,8 447.00,https://www.nike.com/in/t/superrep-go-3-next-nature-flyknit-workout-shoes-mxKptW/DH3394-100,Men,17,4.2,DH3394-010,Workout Shoes,,,,0,4,Nike,Mica Green/Black/Clear Jade/White,Team Red/Cave Purple/Blackened Blue/Bright Crimson,Black/Anthracite/White/Pure Platinum,White/Pure Platinum/Football Grey/University Red,
Nike SuperRep Go 3 Next Nature Flyknit,8 895.00,https://www.nike.com/in/t/superrep-go-3-next-nature-flyknit-workout-shoes-mxKptW/DH3394-100,Men,17,4.2,DH3394-100,Workout Shoes,,,,12,4,Nike,Mica Green/Black/Clear Jade/White,Team Red/Cave Purple/Blackened Blue/Bright Crimson,Black/Anthracite/White/Pure Platinum,White/Pure Platinum/Football Grey/University Red,
Nike Air Zoom TR 1,10 795.00,https://www.nike.com/in/t/air-zoom-tr-1-workout-shoes-Zq4r1h/DX9016-700,Men,8,4.8,DX9016-006,Workout Shoes,,100.0,50.0,17,3,Nike,Phantom/Khaki/Light Orewood Brown/Medium Ash,Black/Anthracite/White,Barely Volt/Volt/Phantom/Black,,
Nike Air Zoom TR 1,10 795.00,https://www.nike.com/in/t/air-zoom-tr-1-workout-shoes-Zq4r1h/DX9016-700,Men,8,4.8,DX9016-002,Workout Shoes,,100.0,50.0,17,3,Nike,Phantom/Khaki/Light Orewood Brown/Medium Ash,Black/Anthracite/White,Barely Volt/Volt/Phantom/Black,,
Nike Air Zoom TR 1,10 795.00,https://www.nike.com/in/t/air-zoom-tr-1-workout-shoes-Zq4r1h/DX9016-700,Men,8,4.8,DX9016-700,Workout Shoes,,100.0,50.0,13,3,Nike,Phantom/Khaki/Light Orewood Brown/Medium Ash,Black/Anthracite/White,Barely Volt/Volt/Phantom/Black,,
Nike Zoom Vomero 5 Premium,16 995.00,https://www.nike.com/in/t/zoom-vomero-5-shoes-0MrckK/FQ8174-237,Unisex,0,0.0,FQ8174-237,Shoes,,,,13,1,Nike,,,,,
Nike Air Force 1 '07 WB,10 995.00,https://www.nike.com/in/t/air-force-1-07-wb-shoe-j46FxX/CJ9179-200,Men,17,4.7,CJ9179-200,Shoe,,100.0,50.0,19,1,Nike,,,,,
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-001,Skate Shoe,,,,0,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-100,Skate Shoe,,,,14,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 267.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-400,Skate Shoe,,,,0,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-102,Skate Shoe,,,,16,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
