shoe_name,original_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color_1,color_2,color_3,color_4,color_5
SKECH-AIR EXTREME 2.0-CLASSIC,"4,899.00",,https://www.skechers.in/skech-air-extreme-2.0-classic/149645-BKLV.html,women,56,4.4,149645-NVMT,,,,60.0,5.0,4,skechers,GREY/MINT,WHITE BLACK PINK,BLACK/LAVENDER,NAVY/MULTI,
A LINEAR - JOZLYN,"6,299.00",,https://www.skechers.in/a-linear---jozlyn/133257-YLW.html,women,14,4.4,133257-WHT,,,,60.0,2.0,1,skechers,,,,,
A LINEAR - JOZLYN,"6,299.00",,https://www.skechers.in/a-linear---jozlyn/133257-YLW.html,women,14,4.4,133257-YLW,,,,60.0,4.0,2,skechers,WWWHITE,YELLOW/WHITE,,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-OFWT.html,women,18,5,149756-BKMT,,,,60.0,0.0,1,skechers,,,,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-OFWT.html,women,18,5,149756-LVMT,,,,60.0,3.0,2,skechers,BLACK/MULTI,LAVENDER/MULTI,,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-OFWT.html,women,18,5,149756-WMLT,,,,60.0,0.0,3,skechers,BLACK/MULTI,LAVENDER/MULTI,WHITE/MULTI,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-OFWT.html,women,18,5,149756-OFWT,,,,60.0,3.0,4,skechers,BLACK/MULTI,LAVENDER/MULTI,WHITE/MULTI,OFF WHITE,
BOBS SQUAD CHAOS - 2SHINE,"3,899.00",,https://www.skechers.in/bobs-squad-chaos---2shine/117221-BLSH.html,women,2,4.5,117221-NAT,,,,40.0,1.0,1,skechers,,,,,
BOBS SQUAD CHAOS - 2SHINE,"3,899.00",,https://www.skechers.in/bobs-squad-chaos---2shine/117221-BLSH.html,women,2,4.5,117221-BLSH,,,,40.0,2.0,2,skechers,NATURAL,BLUSH,,,
BOBS UNITY - HINT OF COLOR,"6,999.00",,https://www.skechers.in/bobs-unity---hint-of-color/117434-BKHP.html,women,5,4.4,117434-BKHP,,,,60.0,5.0,1,skechers,,,,,
BOBS UNITY - HINT OF COLOR,"6,999.00",,https://www.skechers.in/bobs-unity---hint-of-color/117434-BKHP.html,women,5,4.4,117434-NTOR,,,,60.0,5.0,2,skechers,BLACK/HOT PINK,NATURAL/ORANGE,,,
ULTRA FLEX 3.0-LOOKS TO THRIL,"4,549.00",,https://www.skechers.in/ultra-flex-3.0-looks-to-thril/149982-MULT.html,women,18,4.9,149982-MULT,,,,60.0,5.0,1,skechers,,,,,
ULTRA FLEX 3.0-LOOKS TO THRIL,"4,549.00",,https://www.skechers.in/ultra-flex-3.0-looks-to-thril/149982-MULT.html,women,18,4.9,149982-MVE,,,,60.0,5.0,2,skechers,MMULTI,MMAUVE,,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-LVMT.html,women,18,5,149756-BKMT,,,,60.0,0.0,1,skechers,,,,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-LVMT.html,women,18,5,149756-LVMT,,,,60.0,5.0,2,skechers,BLACK/MULTI,LAVENDER/MULTI,,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-LVMT.html,women,18,5,149756-WMLT,,,,60.0,0.0,3,skechers,BLACK/MULTI,LAVENDER/MULTI,WHITE/MULTI,,
SKECH-AIR DYNAMIGHT-LAID OUT,"3,599.00",,https://www.skechers.in/skech-air-dynamight-laid-out/149756-LVMT.html,women,18,5,149756-OFWT,,,,60.0,3.0,4,skechers,BLACK/MULTI,LAVENDER/MULTI,WHITE/MULTI,OFF WHITE,
MAX CUSHIONING ARCH FIT - DEL,"9,499.00",,https://www.skechers.in/max-cushioning-arch-fit---del/128312-PRPK.html,women,121,4.6,128312-NVPK,,,,60.0,2.0,1,skechers,,,,,
MAX CUSHIONING ARCH FIT - DEL,"9,499.00",,https://www.skechers.in/max-cushioning-arch-fit---del/128312-PRPK.html,women,121,4.6,128312-PRPK,,,,60.0,3.0,2,skechers,NAVY/PINK,PURPLE/PINK,,,
ARCH FIT D'LUX-JOURNEY,"7,499.00",,https://www.skechers.in/arch-fit-d-lux-journey/149684-ROS.html,women,34,4.4,149684-ROS,,,,60.0,5.0,1,skechers,,,,,
ARCH FIT D'LUX-JOURNEY,"7,499.00",,https://www.skechers.in/arch-fit-d-lux-journey/149684-ROS.html,women,34,4.4,149684-NVY,,,,60.0,5.0,2,skechers,ROSE,NNNAVY,,,
ARCH FIT D'LUX-JOURNEY,"7,499.00",,https://www.skechers.in/arch-fit-d-lux-journey/149684-ROS.html,women,34,4.4,149684-BURG,,,,60.0,1.0,3,skechers,ROSE,NNNAVY,BBURGUNDY,,
ARCH FIT D'LUX-JOURNEY,"7,499.00",,https://www.skechers.in/arch-fit-d-lux-journey/149684-ROS.html,women,34,4.4,149684-LTBL,,,,60.0,4.0,4,skechers,ROSE,NNNAVY,BBURGUNDY,LLIGHT BLUE,
ULTRA FLEX 3.0-LOOKS TO THRIL,"4,549.00",,https://www.skechers.in/ultra-flex-3.0-looks-to-thril/149982-MVE.html,women,18,4.9,149982-MULT,,,,60.0,5.0,1,skechers,,,,,
ULTRA FLEX 3.0-LOOKS TO THRIL,"4,549.00",,https://www.skechers.in/ultra-flex-3.0-looks-to-thril/149982-MVE.html,women,18,4.9,149982-MVE,,,,60.0,5.0,2,skechers,MMULTI,MMAUVE,,,
BOBS SPARROW 2.0 - WIND CHIME,"4,799.00",,https://www.skechers.in/bobs-sparrow-2.0---wind-chime/117256-MVE.html,women,30,4.5,117256-MVE,,,,60.0,5.0,1,skechers,,,,,
BOBS UNITY - HINT OF COLOR,"6,999.00",,https://www.skechers.in/bobs-unity---hint-of-color/117434-NTOR.html,women,5,4.4,117434-BKHP,,,,60.0,5.0,1,skechers,,,,,
BOBS UNITY - HINT OF COLOR,"6,999.00",,https://www.skechers.in/bobs-unity---hint-of-color/117434-NTOR.html,women,5,4.4,117434-NTOR,,,,60.0,5.0,2,skechers,BLACK/HOT PINK,NATURAL/ORANGE,,,
SUMMITS-BRIGHT CHARMER,"4,399.00",,https://www.skechers.in/summits-bright-charmer/149536-NVY.html,women,80,4.7,149536-NVY,,,,60.0,6.0,1,skechers,,,,,
SUMMITS-BRIGHT CHARMER,"4,399.00",,https://www.skechers.in/summits-bright-charmer/149536-NVY.html,women,80,4.7,149536-LTMV,,,,60.0,6.0,2,skechers,NNNAVY,LIGHT MAUVE,,,
BOBS SQUAD CHAOS - 2SHINE,"3,899.00",,https://www.skechers.in/bobs-squad-chaos---2shine/117221-NAT.html,women,2,4.5,117221-NAT,,,,40.0,1.0,1,skechers,,,,,
BOBS SQUAD CHAOS - 2SHINE,"3,899.00",,https://www.skechers.in/bobs-squad-chaos---2shine/117221-NAT.html,women,2,4.5,117221-BLSH,,,,40.0,1.0,2,skechers,NATURAL,BLUSH,,,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-OLV.html,women,15,4.5,104371-PLUM,,,,60.0,5.0,1,skechers,,,,,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-OLV.html,women,15,4.5,104371-OLV,,,,60.0,5.0,2,skechers,PLUM,OOLIVE,,,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-OLV.html,women,15,4.5,104371-BKPK,,,,60.0,0.0,3,skechers,PLUM,OOLIVE,BLACK/PINK,,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-OLV.html,women,15,4.5,104371-TPE,,,,60.0,0.0,4,skechers,PLUM,OOLIVE,BLACK/PINK,TTAUPE,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-PLUM.html,women,15,4.5,104371-PLUM,,,,60.0,5.0,1,skechers,,,,,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-PLUM.html,women,15,4.5,104371-OLV,,,,60.0,5.0,2,skechers,PLUM,OOLIVE,,,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-PLUM.html,women,15,4.5,104371-BKPK,,,,60.0,0.0,3,skechers,PLUM,OOLIVE,BLACK/PINK,,
ARCH FIT VISTA - INSPIRATION,"6,499.00",,https://www.skechers.in/arch-fit-vista---inspiration/104371-PLUM.html,women,15,4.5,104371-TPE,,,,60.0,0.0,4,skechers,PLUM,OOLIVE,BLACK/PINK,TTAUPE,
MAX CUSHIONING ARCH FIT - DEL,"9,499.00",,https://www.skechers.in/max-cushioning-arch-fit---del/128312-NVPK.html,women,121,4.6,128312-NVPK,,,,60.0,3.0,1,skechers,,,,,
MAX CUSHIONING ARCH FIT - DEL,"9,499.00",,https://www.skechers.in/max-cushioning-arch-fit---del/128312-NVPK.html,women,121,4.6,128312-PRPK,,,,60.0,2.0,2,skechers,NAVY/PINK,PURPLE/PINK,,,
SUMMITS-BRIGHT CHARMER,"4,399.00",,https://www.skechers.in/summits-bright-charmer/149536-LTMV.html,women,80,4.7,149536-NVY,,,,60.0,6.0,1,skechers,,,,,
SUMMITS-BRIGHT CHARMER,"4,399.00",,https://www.skechers.in/summits-bright-charmer/149536-LTMV.html,women,80,4.7,149536-LTMV,,,,60.0,6.0,2,skechers,NNNAVY,LIGHT MAUVE,,,
SKECH-LITE PRO-GLIMMER ME,"4,999.00",,https://www.skechers.in/skech-lite-pro-glimmer-me/150041-BKPK.html,women,1,5,150041-ROS,,,,60.0,3.0,1,skechers,,,,,
SKECH-LITE PRO-GLIMMER ME,"4,999.00",,https://www.skechers.in/skech-lite-pro-glimmer-me/150041-BKPK.html,women,1,5,150041-BKPK,,,,60.0,3.0,2,skechers,ROSE,BLACK/PINK,,,
SKECH-AIR EXTREME 2.0-CLASSIC,"4,899.00",,https://www.skechers.in/skech-air-extreme-2.0-classic/149645-NVMT.html,women,56,4.4,149645-GYMN,,,,60.0,0.0,1,skechers,,,,,
SKECH-AIR EXTREME 2.0-CLASSIC,"4,899.00",,https://www.skechers.in/skech-air-extreme-2.0-classic/149645-NVMT.html,women,56,4.4,149645-WBPK,,,,60.0,0.0,2,skechers,GREY/MINT,WHITE BLACK PINK,,,
SKECH-AIR EXTREME 2.0-CLASSIC,"4,899.00",,https://www.skechers.in/skech-air-extreme-2.0-classic/149645-NVMT.html,women,56,4.4,149645-BKLV,,,,60.0,5.0,3,skechers,GREY/MINT,WHITE BLACK PINK,BLACK/LAVENDER,,
SKECH-AIR EXTREME 2.0-CLASSIC,"4,899.00",,https://www.skechers.in/skech-air-extreme-2.0-classic/149645-NVMT.html,women,56,4.4,149645-NVMT,,,,60.0,5.0,4,skechers,GREY/MINT,WHITE BLACK PINK,BLACK/LAVENDER,NAVY/MULTI,
VIRTUE,"4,399.00",,https://www.skechers.in/virtue/104411-PKMT.html,women,43,4.6,104411-DKRS,,,,60.0,4.0,1,skechers,,,,,
VIRTUE,"4,399.00",,https://www.skechers.in/virtue/104411-PKMT.html,women,43,4.6,104411-NVBL,,,,60.0,2.0,2,skechers,DARK ROSE,NAVY/BLUE,,,
VIRTUE,"4,399.00",,https://www.skechers.in/virtue/104411-PKMT.html,women,43,4.6,104411-TPPK,,,,60.0,0.0,3,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,,
VIRTUE,"4,399.00",,https://www.skechers.in/virtue/104411-PKMT.html,women,43,4.6,104411-WMLT,,,,60.0,0.0,4,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,WHITE/MULTI,
VIRTUE,"4,399.00",,https://www.skechers.in/virtue/104411-PKMT.html,women,43,4.6,104411-PKMT,,,,60.0,5.0,5,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,WHITE/MULTI,PINK/MULTI
VIRTUE,"4,399.00",,https://www.skechers.in/virtue/104411-PKMT.html,women,43,4.6,104411-BKPK,,,,60.0,1.0,6,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,WHITE/MULTI,PINK/MULTI
DVF: Arch Fit - Sprinting Spots,"6,999.00",,https://www.skechers.in/dvf%3A-arch-fit---sprinting-spots/149677-NTBK.html,women,8,4.9,149677-NTBK,,,,60.0,4.0,1,skechers,,,,,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-GYLB.html,women,10,4.5,104181-MVE,,,,60.0,0.0,1,skechers,,,,,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-GYLB.html,women,10,4.5,104181-NVPK,,,,60.0,0.0,2,skechers,MMAUVE,NAVY/PINK,,,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-GYLB.html,women,10,4.5,104181-GYLB,,,,60.0,4.0,3,skechers,MMAUVE,NAVY/PINK,GREY/LIGHT BLUE,,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-GYLB.html,women,10,4.5,104181-ROS,,,,60.0,4.0,4,skechers,MMAUVE,NAVY/PINK,GREY/LIGHT BLUE,ROSE,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-BKHP.html,women,32,4.8,129293-BKMV,,,,60.0,1.0,1,skechers,,,,,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-BKHP.html,women,32,4.8,129293-LAV,,,,60.0,1.0,2,skechers,BLACK/MAUVE,LAVENDER,,,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-BKHP.html,women,32,4.8,129293-GYBL,,,,60.0,3.0,3,skechers,BLACK/MAUVE,LAVENDER,GREY/BLUE,,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-BKHP.html,women,32,4.8,129293-BKHP,,,,60.0,3.0,4,skechers,BLACK/MAUVE,LAVENDER,GREY/BLUE,BLACK/HOT PINK,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-ROS.html,women,10,4.5,104181-MVE,,,,60.0,0.0,1,skechers,,,,,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-ROS.html,women,10,4.5,104181-NVPK,,,,60.0,0.0,2,skechers,MMAUVE,NAVY/PINK,,,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-ROS.html,women,10,4.5,104181-GYLB,,,,60.0,4.0,3,skechers,MMAUVE,NAVY/PINK,GREY/LIGHT BLUE,,
ESLA - EVERY MOVE,"3,599.00",,https://www.skechers.in/esla---every-move/104181-ROS.html,women,10,4.5,104181-ROS,,,,60.0,5.0,4,skechers,MMAUVE,NAVY/PINK,GREY/LIGHT BLUE,ROSE,
HILLCREST-PURE ESCAPADE,"3,479.00",,https://www.skechers.in/hillcrest-pure-escapade/149821-RUST.html,women,111,4.1,149821-RUST,,,,60.0,3.0,1,skechers,,,,,
HILLCREST-PURE ESCAPADE,"3,479.00",,https://www.skechers.in/hillcrest-pure-escapade/149821-RUST.html,women,111,4.1,149821-PUR,,,,60.0,3.0,2,skechers,RRUST,PURPLE,,,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-GYBL.html,women,32,4.8,129293-BKMV,,,,60.0,1.0,1,skechers,,,,,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-GYBL.html,women,32,4.8,129293-LAV,,,,60.0,1.0,2,skechers,BLACK/MAUVE,LAVENDER,,,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-GYBL.html,women,32,4.8,129293-GYBL,,,,60.0,5.0,3,skechers,BLACK/MAUVE,LAVENDER,GREY/BLUE,,
MAX CUSHIONING HYPER BURST,"9,999.00",,https://www.skechers.in/max-cushioning-hyper-burst/129293-GYBL.html,women,32,4.8,129293-BKHP,,,,60.0,3.0,4,skechers,BLACK/MAUVE,LAVENDER,GREY/BLUE,BLACK/HOT PINK,
ARCH FIT - COMFY WAVE,"6,499.00",,https://www.skechers.in/arch-fit---comfy-wave/149414-DKTP.html,women,518,4.5,149414-MVE,,,,60.0,0.0,1,skechers,,,,,
ARCH FIT - COMFY WAVE,"6,499.00",,https://www.skechers.in/arch-fit---comfy-wave/149414-DKTP.html,women,518,4.5,149414-CCTQ,,,,60.0,0.0,2,skechers,MMAUVE,CHARCOAL/TURQUOISE,,,
ARCH FIT - COMFY WAVE,"6,499.00",,https://www.skechers.in/arch-fit---comfy-wave/149414-DKTP.html,women,518,4.5,149414-DKTP,,,,60.0,4.0,3,skechers,MMAUVE,CHARCOAL/TURQUOISE,DARK TAUPE,,
ARCH FIT - COMFY WAVE,"6,499.00",,https://www.skechers.in/arch-fit---comfy-wave/149414-DKTP.html,women,518,4.5,149414-BKLV,,,,60.0,4.0,4,skechers,MMAUVE,CHARCOAL/TURQUOISE,DARK TAUPE,BLACK/LAVENDER,
ARCH FIT - COMFY WAVE,"6,499.00",,https://www.skechers.in/arch-fit---comfy-wave/149414-DKTP.html,women,518,4.5,149414-GYPK,,,,60.0,0.0,5,skechers,MMAUVE,CHARCOAL/TURQUOISE,DARK TAUPE,BLACK/LAVENDER,GREY/PINK
ARCH FIT - COMFY WAVE,"6,499.00",,https://www.skechers.in/arch-fit---comfy-wave/149414-DKTP.html,women,518,4.5,149414-SLT,,,,60.0,4.0,6,skechers,MMAUVE,CHARCOAL/TURQUOISE,DARK TAUPE,BLACK/LAVENDER,GREY/PINK
SKECH-LITE PRO-GLIMMER ME,"4,999.00",,https://www.skechers.in/skech-lite-pro-glimmer-me/150041-ROS.html,women,1,5,150041-ROS,,,,60.0,5.0,1,skechers,,,,,
SKECH-LITE PRO-GLIMMER ME,"4,999.00",,https://www.skechers.in/skech-lite-pro-glimmer-me/150041-ROS.html,women,1,5,150041-BKPK,,,,60.0,3.0,2,skechers,ROSE,BLACK/PINK,,,
ESCAPE PLAN - ENDLESS PURSUIT,"6,999.00",,https://www.skechers.in/escape-plan---endless-pursuit/180061-NTPK.html,women,2,5,180061-OLV,,,,60.0,3.0,1,skechers,,,,,
ESCAPE PLAN - ENDLESS PURSUIT,"6,999.00",,https://www.skechers.in/escape-plan---endless-pursuit/180061-NTPK.html,women,2,5,180061-NTPK,,,,60.0,3.0,2,skechers,OOLIVE,NATURAL/PINK,,,
D'LUX COMFORT - BONUS PRIZE,"4,199.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-SAGE.html,women,1,5,104335-ROS,,,,60.0,3.0,1,skechers,,,,,
D'LUX COMFORT - BONUS PRIZE,"4,199.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-SAGE.html,women,1,5,104335-TPE,,,,60.0,5.0,2,skechers,ROSE,TTAUPE,,,
D'LUX COMFORT - BONUS PRIZE,"4,199.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-SAGE.html,women,1,5,104335-SAGE,,,,60.0,5.0,3,skechers,ROSE,TTAUPE,SAGE,,
D'LUX COMFORT - BONUS PRIZE,"4,199.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-SAGE.html,women,1,5,104335-NVY,,,,60.0,3.0,4,skechers,ROSE,TTAUPE,SAGE,NNNAVY,
HILLCREST-PURE ESCAPADE,"3,479.00",,https://www.skechers.in/hillcrest-pure-escapade/149821-PUR.html,women,111,4.1,149821-RUST,,,,60.0,3.0,1,skechers,,,,,
HILLCREST-PURE ESCAPADE,"3,479.00",,https://www.skechers.in/hillcrest-pure-escapade/149821-PUR.html,women,111,4.1,149821-PUR,,,,60.0,5.0,2,skechers,RRUST,PURPLE,,,
BOBS GEO - NEW AESTHETICS,"5,499.00",,https://www.skechers.in/bobs-geo---new-aesthetics/117417-ROS.html,women,7,4.4,117417-ROS,,,,60.0,4.0,1,skechers,,,,,
BOBS GEO - NEW AESTHETICS,"5,499.00",,https://www.skechers.in/bobs-geo---new-aesthetics/117417-ROS.html,women,7,4.4,117417-TPE,,,,60.0,3.0,2,skechers,ROSE,TTAUPE,,,
BOBS GEO - NEW AESTHETICS,"5,499.00",,https://www.skechers.in/bobs-geo---new-aesthetics/117417-TPE.html,women,7,4.4,117417-ROS,,,,60.0,3.0,1,skechers,,,,,
BOBS GEO - NEW AESTHETICS,"5,499.00",,https://www.skechers.in/bobs-geo---new-aesthetics/117417-TPE.html,women,7,4.4,117417-TPE,,,,60.0,3.0,2,skechers,ROSE,TTAUPE,,,
ESCAPE PLAN - ENDLESS PURSUIT,"6,999.00",,https://www.skechers.in/escape-plan---endless-pursuit/180061-OLV.html,women,2,5,180061-OLV,,,,60.0,4.0,1,skechers,,,,,
ESCAPE PLAN - ENDLESS PURSUIT,"6,999.00",,https://www.skechers.in/escape-plan---endless-pursuit/180061-OLV.html,women,2,5,180061-NTPK,,,,60.0,3.0,2,skechers,OOLIVE,NATURAL/PINK,,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-TPE.html,women,1,5,104335-ROS,,,,60.0,3.0,1,skechers,,,,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-TPE.html,women,1,5,104335-TPE,,,,60.0,5.0,2,skechers,ROSE,TTAUPE,,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-TPE.html,women,1,5,104335-SAGE,,,,60.0,5.0,3,skechers,ROSE,TTAUPE,SAGE,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-TPE.html,women,1,5,104335-NVY,,,,60.0,3.0,4,skechers,ROSE,TTAUPE,SAGE,NNNAVY,
MAX CUSHIONING ELITE 2,"8,999.00",,https://www.skechers.in/max-cushioning-elite-2/129600-LBPK.html,women,70,4.6,129600-LBPK,,,,60.0,4.0,1,skechers,,,,,
MAX CUSHIONING ELITE 2,"8,999.00",,https://www.skechers.in/max-cushioning-elite-2/129600-LBPK.html,women,70,4.6,129600-CCLV,,,,60.0,4.0,2,skechers,LIGHT BLUE/PINK,CHAR/LAVENDAR,,,
MAX CUSHIONING ELITE 2,"8,999.00",,https://www.skechers.in/max-cushioning-elite-2/129600-CCLV.html,women,70,4.6,129600-LBPK,,,,60.0,4.0,1,skechers,,,,,
MAX CUSHIONING ELITE 2,"8,999.00",,https://www.skechers.in/max-cushioning-elite-2/129600-CCLV.html,women,70,4.6,129600-CCLV,,,,60.0,4.0,2,skechers,LIGHT BLUE/PINK,CHAR/LAVENDAR,,,
VIRTUE,"5,499.00",,https://www.skechers.in/virtue/104411-DKRS.html,women,43,4.6,104411-DKRS,,,,60.0,4.0,1,skechers,,,,,
VIRTUE,"5,499.00",,https://www.skechers.in/virtue/104411-DKRS.html,women,43,4.6,104411-NVBL,,,,60.0,2.0,2,skechers,DARK ROSE,NAVY/BLUE,,,
VIRTUE,"5,499.00",,https://www.skechers.in/virtue/104411-DKRS.html,women,43,4.6,104411-TPPK,,,,60.0,0.0,3,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,,
VIRTUE,"5,499.00",,https://www.skechers.in/virtue/104411-DKRS.html,women,43,4.6,104411-WMLT,,,,60.0,0.0,4,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,WHITE/MULTI,
VIRTUE,"5,499.00",,https://www.skechers.in/virtue/104411-DKRS.html,women,43,4.6,104411-PKMT,,,,60.0,4.0,5,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,WHITE/MULTI,PINK/MULTI
VIRTUE,"5,499.00",,https://www.skechers.in/virtue/104411-DKRS.html,women,43,4.6,104411-BKPK,,,,60.0,1.0,6,skechers,DARK ROSE,NAVY/BLUE,TAUPE/PINK,WHITE/MULTI,PINK/MULTI
DVF: D'Lites - Floral Breeze,"7,699.00",,https://www.skechers.in/dvf%3A-d-lites---floral-breeze/149678-NTBK.html,women,1,5,149678-NTBK,,,,60.0,3.0,1,skechers,,,,,
FLEX COMFORT,"4,199.00",,https://www.skechers.in/flex-comfort/149886-NVPR.html,women,6,4.7,149886-NVPR,,,,60.0,6.0,1,skechers,,,,,
FLEX COMFORT,"4,199.00",,https://www.skechers.in/flex-comfort/149886-NVPR.html,women,6,4.7,149886-LAV,,,,60.0,6.0,2,skechers,NAVY/PURPLE,LAVENDER,,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-ROS.html,women,1,5,104335-ROS,,,,60.0,3.0,1,skechers,,,,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-ROS.html,women,1,5,104335-TPE,,,,60.0,3.0,2,skechers,ROSE,TTAUPE,,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-ROS.html,women,1,5,104335-SAGE,,,,60.0,3.0,3,skechers,ROSE,TTAUPE,SAGE,,
D'LUX COMFORT - BONUS PRIZE,"5,999.00",,https://www.skechers.in/d-lux-comfort---bonus-prize/104335-ROS.html,women,1,5,104335-NVY,,,,60.0,3.0,4,skechers,ROSE,TTAUPE,SAGE,NNNAVY,
SKECH-LITE PRO,"4,399.00",,https://www.skechers.in/skech-lite-pro/149990-ROS.html,women,18,4.6,149990-ROS,,,,60.0,6.0,1,skechers,,,,,
SKECH-LITE PRO,"4,399.00",,https://www.skechers.in/skech-lite-pro/149990-ROS.html,women,18,4.6,149990-SAGE,,,,60.0,6.0,2,skechers,ROSE,SAGE,,,
SKECH-LITE PRO,"4,399.00",,https://www.skechers.in/skech-lite-pro/149990-SAGE.html,women,18,4.6,149990-ROS,,,,60.0,6.0,1,skechers,,,,,
SKECH-LITE PRO,"4,399.00",,https://www.skechers.in/skech-lite-pro/149990-SAGE.html,women,18,4.6,149990-SAGE,,,,60.0,6.0,2,skechers,ROSE,SAGE,,,
ARCH FIT,"6,299.00",,https://www.skechers.in/arch-fit/149568-OFPK.html,women,92,4.5,149568-NVMT,,,,60.0,1.0,1,skechers,,,,,
ARCH FIT,"6,299.00",,https://www.skechers.in/arch-fit/149568-OFPK.html,women,92,4.5,149568-OFPK,,,,60.0,1.0,2,skechers,NAVY/MULTI,OFF WHITE/PINK,,,
GO RUN SUPERSONIC,"4,199.00",,https://www.skechers.in/go-run-supersonic/172031-PNK.html,women,6,4.7,172031-WHT,,,,60.0,1.0,1,skechers,,,,,
GO RUN SUPERSONIC,"4,199.00",,https://www.skechers.in/go-run-supersonic/172031-PNK.html,women,6,4.7,172031-MVE,,,,60.0,5.0,2,skechers,WWWHITE,MMAUVE,,,
GO RUN SUPERSONIC,"4,199.00",,https://www.skechers.in/go-run-supersonic/172031-PNK.html,women,6,4.7,172031-CCPK,,,,60.0,5.0,3,skechers,WWWHITE,MMAUVE,CHARCOAL/PINK,,
